Index,Alcohol,Malic,Ash,Alacalinity,Magnesium,Phenols,Flavanoids,Nonflavanoids,Proanthocyanins,Color,Hue,Dilution,Proline,cluster
157,1.033942577,1.596614524,0.049146858,0.001514024,-0.752080198,-0.791102548,-1.200639971,0.94932018,-0.053985145,1.704669026,-1.695090274,-1.368589426,-0.847529132,3
158,-0.678245847,0.62091403,0.996862104,2.247316327,-0.191953523,-0.63132012,-1.450925626,2.154591165,-0.787790503,1.053325713,-1.257590537,-1.241827154,0.422685241,3
159,1.649837693,-0.587522363,1.215565622,1.648435713,-0.121937689,0.806721729,-0.720091514,1.351077175,1.937772254,3.425768243,-1.695090274,-0.917879125,-0.275932664,3
160,0.590498093,-0.596473743,0.996862104,0.899834945,-0.752080198,0.487156874,-0.930331464,1.270725776,1.221438453,2.886576759,-1.695090274,-1.171403669,-0.402954102,3
161,-0.789106967,1.337024485,0.049146858,0.450674485,-0.822096033,0.007809591,-1.110537136,1.110022978,-0.962506065,1.118028691,-1.738840248,-1.453097607,-0.720507695,3
162,0.849174042,0.826795786,0.63235624,0.151234178,0.50820482,-0.74316782,-1.470948478,1.110022978,-1.381823412,0.354533549,0.011158701,-1.115064881,-0.212421946,3
163,-0.185529754,0.835747166,0.778158586,0.750114792,0.438188986,-1.03077619,-1.430902774,1.913536968,-1.102278514,0.225127593,-0.382591062,-0.706608671,-0.561730898,3
164,-0.050032828,0.996872019,-0.060204901,-0.297926283,0.438188986,-1.446210502,-1.330788512,0.306508988,-1.137221626,0.095721637,-1.213840563,-1.21365776,-0.228299625,3
165,0.960035163,0.379226751,-0.242457833,0.750114792,-0.682064364,-1.510123473,-1.350811364,0.386860387,-0.979977621,1.950540342,-1.126340616,-1.312250638,-0.418831781,3
166,0.898445651,1.811447661,-0.388260179,0.899834945,-0.822096033,-1.621971173,-1.561051314,1.270725776,-0.770318947,0.673734908,-0.776340826,-1.21365776,-0.720507695,3
167,0.553544386,1.220656536,0.851059758,1.049555099,0.788268158,-0.950884976,-1.110537136,0.547563185,-0.228700707,2.425028848,-0.47009101,-1.481267001,-0.164788907,3
168,-0.222483461,0.925260973,-0.242457833,0.001514024,-0.822096033,-1.302406317,-1.370834217,0.306508988,-1.084806957,2.24386051,-1.038840668,-1.21365776,-0.196544266,3
169,0.713677116,0.218101899,1.179115036,1.498715559,0.368173151,-1.190558618,-1.190628545,0.226157589,-0.088928258,1.55369541,-0.951340721,-1.143234275,0.009865569,3
170,0.491954874,2.026280797,1.798775004,1.648435713,0.858283992,-0.503494178,-1.070491431,-0.738059198,-0.840205172,1.4846789,-1.257590537,-0.974217912,-0.371198742,3
171,-0.986193405,0.62091403,-0.16955666,-0.14820613,-0.261969358,-1.669905901,-1.541028462,0.306508988,-1.504124305,0.190619338,-1.301340511,-1.100980185,-0.752263054,3
172,-0.284072972,0.048025666,-0.315359006,0.001514024,-0.962127701,-1.446210502,-1.521005609,0.94932018,-1.66136831,2.088572931,-1.695090274,-1.382674123,-0.879284492,3
173,1.428115451,0.155442234,0.413652722,0.151234178,-0.61204853,-0.982841462,-1.330788512,0.627914584,-0.613074942,2.002302725,-1.476340406,-1.269996547,-0.275932664,3
174,0.873809846,2.966175769,0.304300963,0.300954331,-0.331985192,-0.982841462,-1.420891348,1.270725776,-0.927562952,1.13959635,-1.388840458,-1.227742457,-0.02188979,3
175,0.491954874,1.40863553,0.413652722,1.049555099,0.158125648,-0.791102548,-1.280731381,0.547563185,-0.316058487,0.967055075,-1.126340616,-1.481267001,0.009865569,3
176,0.331822144,1.739836615,-0.388260179,0.151234178,1.418410667,-1.126645647,-1.340799938,0.547563185,-0.420887824,2.217979318,-1.607590327,-1.481267001,0.279786124,3
177,0.208643121,0.22705328,0.012696272,0.151234178,1.418410667,-1.03077619,-1.350811364,1.351077175,-0.228700707,1.82976145,-1.563840353,-1.39675882,0.295663803,3
178,1.391161744,1.578711763,1.361367968,1.498715559,-0.261969358,-0.391646479,-1.270719955,1.592131372,-0.420887824,1.786626131,-1.520090379,-1.424928213,-0.593486258,3
